262.0	17.0
263.0	17.0
264.0	17.0
265.0	16.0
266.0	15.0
267.0	17.0
268.0	17.0
269.0	17.0
270.0	17.0
271.0	17.0
272.0	17.0
273.0	17.0
274.0	17.0
275.0	16.0
276.0	16.0
277.0	16.0
278.0	17.0
279.0	17.0
280.0	17.0
281.0	19.0
282.0	17.0
283.0	17.0
284.0	19.0
285.0	17.0
286.0	17.0
287.0	17.0
288.0	17.0
289.0	17.0
290.0	16.0
291.0	17.0
292.0	17.0
293.0	18.0
294.0	17.0
295.0	17.0
296.0	17.0
297.0	17.0
298.0	17.0
299.0	17.0
300.0	17.0
301.0	17.0
302.0	17.0
303.0	17.0
304.0	17.0
305.0	17.0
306.0	17.0
307.0	17.0
308.0	17.0
309.0	17.0
310.0	16.0
311.0	17.0
312.0	16.0
313.0	16.0
314.0	16.0
315.0	16.0
316.0	16.0
317.0	16.0
318.0	16.0
319.0	16.0
320.0	16.0
321.0	19.0
322.0	17.0
323.0	17.0
324.0	17.0
325.0	17.0
326.0	16.0
327.0	17.0
328.0	17.0
329.0	17.0
330.0	17.0
331.0	16.0
332.0	16.0
333.0	16.0
334.0	17.0
335.0	17.0
336.0	17.0
337.0	17.0
338.0	18.0
339.0	23.0
340.0	23.0
341.0	23.0
342.0	17.0
343.0	17.0
344.0	17.0
345.0	17.0
346.0	17.0
347.0	18.0
348.0	18.0
349.0	18.0
350.0	17.0
351.0	17.0
352.0	17.0
353.0	17.0
354.0	17.0
355.0	17.0
356.0	17.0
357.0	17.0
358.0	17.0
359.0	17.0
360.0	17.0
361.0	17.0
362.0	17.0
363.0	17.0
364.0	17.0
365.0	17.0
366.0	17.0
367.0	17.0
368.0	17.0
369.0	17.0
370.0	16.0
371.0	16.0
372.0	16.0
373.0	16.0
374.0	17.0
375.0	17.0
376.0	17.0
377.0	17.0
378.0	17.0
379.0	19.0
380.0	17.0
381.0	17.0
382.0	17.0
383.0	17.0
384.0	17.0
385.0	17.0
386.0	17.0
387.0	17.0
388.0	17.0
389.0	17.0
390.0	17.0
391.0	16.0
392.0	16.0
393.0	17.0
394.0	18.0
395.0	17.0
396.0	17.0
397.0	17.0
398.0	17.0
399.0	17.0
400.0	16.0
401.0	19.0
402.0	19.0
403.0	19.0
404.0	17.0
405.0	17.0
406.0	17.0
407.0	17.0
408.0	17.0
409.0	17.0
410.0	17.0
411.0	17.0
412.0	17.0
413.0	17.0
414.0	17.0
415.0	17.0
416.0	17.0
417.0	17.0
418.0	17.0
419.0	18.0
420.0	17.0
421.0	17.0
422.0	17.0
423.0	17.0
424.0	17.0
425.0	21.0
426.0	21.0
427.0	17.0
428.0	18.0
429.0	17.0
430.0	17.0
431.0	17.0
432.0	17.0
433.0	17.0
434.0	17.0
435.0	17.0
436.0	17.0
437.0	17.0
438.0	17.0
439.0	17.0
440.0	18.0
441.0	17.0
442.0	17.0
443.0	18.0
444.0	17.0
445.0	17.0
446.0	17.0
447.0	17.0
448.0	17.0
449.0	18.0
450.0	18.0
451.0	16.0
452.0	16.0
453.0	16.0
454.0	16.0
455.0	16.0
456.0	16.0
457.0	16.0
458.0	17.0
459.0	17.0
460.0	17.0
461.0	17.0
462.0	17.0
463.0	17.0
464.0	17.0
465.0	17.0
466.0	17.0
467.0	17.0
468.0	17.0
469.0	18.0
470.0	20.0
471.0	19.0
472.0	19.0
473.0	19.0
474.0	19.0
475.0	19.0
476.0	19.0
477.0	17.0
478.0	17.0
479.0	16.0
480.0	16.0
481.0	20.0
482.0	19.0
483.0	19.0
484.0	19.0
485.0	17.0
486.0	17.0
487.0	18.0
488.0	18.0
489.0	18.0
490.0	18.0
491.0	18.0
492.0	18.0
493.0	18.0
494.0	18.0
495.0	18.0
496.0	18.0
497.0	18.0
498.0	18.0
499.0	18.0
500.0	18.0
501.0	18.0
502.0	17.0
503.0	17.0
504.0	17.0
505.0	20.0
506.0	21.0
507.0	21.0
508.0	21.0
509.0	20.0
510.0	20.0
511.0	20.0
